time,type,intersection,direction,turning_left,vehicle
823.14,WaitUntil,5,W,true,330
823.44,Exit,5,N,null,87
823.47,Enter,1,S,null,96
823.74,Exit,5,N,null,157
824.04,Exit,5,N,null,158
824.34,Exit,5,N,null,160
824.57,Enter,1,S,null,97
824.64,Exit,5,N,null,197
824.94,Exit,5,N,null,198
825.24,Exit,5,N,null,199
825.27,Enter,2,W,null,220
825.27,Resume,2,W,null,220
825.27,WaitUntil,2,W,true,220
825.46,Resume,5,S,null,244
825.46,WaitUntil,5,S,false,244
825.46,Resume,null,null,null,244
825.46,CheckWait,null,null,null,null
827.88,Enter,5,E,null,352
827.88,Resume,5,E,null,352
827.88,WaitUntil,5,E,false,352
828.18,Enter,2,E,null,232
828.18,Resume,2,E,null,232
828.18,WaitUntil,2,E,false,232
830.10,Enter,1,S,null,98
831.31,Enter,3,E,null,261
831.31,Resume,3,E,null,261
831.31,WaitUntil,3,E,false,261
831.60,Exit,5,N,null,244
832.90,TurnGreenThrough,5,E,null,null
833.15,Enter,1,S,null,99
833.55,Enter,3,E,null,262
833.55,Resume,3,E,null,262
833.55,WaitUntil,3,E,false,262
835.30,Enter,1,S,null,100
835.74,Enter,1,S,null,101
837.17,Resume,3,S,null,162
837.17,WaitUntil,3,S,false,162
837.17,Resume,null,null,null,162
837.17,CheckWait,null,null,null,null
837.47,Resume,3,S,null,163
837.47,WaitUntil,3,S,false,163
837.47,Resume,null,null,null,163
837.47,CheckWait,null,null,null,null
837.60,Resume,1,S,null,96
837.60,WaitUntil,1,S,false,96
837.60,Resume,null,null,null,96
837.60,CheckWait,null,null,null,null
837.77,Resume,3,S,null,164
837.77,WaitUntil,3,S,false,164
837.77,Resume,null,null,null,164
837.77,CheckWait,null,null,null,null
838.07,Resume,3,S,null,165
838.07,WaitUntil,3,S,false,165
838.07,Resume,null,null,null,165
838.07,CheckWait,null,null,null,null
838.08,Enter,1,S,null,102
838.37,Resume,3,S,null,166
838.37,WaitUntil,3,S,false,166
838.37,Resume,null,null,null,166
838.37,CheckWait,null,null,null,null
838.67,Resume,3,S,null,200
838.67,WaitUntil,3,S,false,200
838.67,Resume,null,null,null,200
838.67,CheckWait,null,null,null,null
838.71,Resume,1,S,null,97
838.71,WaitUntil,1,S,false,97
838.71,Resume,null,null,null,97
838.71,CheckWait,null,null,null,null
838.97,Resume,3,S,null,201
838.97,WaitUntil,3,S,false,201
838.97,Resume,null,null,null,201
838.97,CheckWait,null,null,null,null
839.16,Enter,1,S,null,103
839.27,Resume,3,S,null,202
839.27,WaitUntil,3,S,false,202
839.27,Resume,null,null,null,202
839.27,CheckWait,null,null,null,null
839.43,Enter,1,E,null,206
839.43,Resume,1,E,null,206
839.43,WaitUntil,1,E,false,206
839.87,Resume,3,S,null,204
839.87,WaitUntil,3,S,false,204
839.87,Resume,null,null,null,204
839.87,CheckWait,null,null,null,null
840.17,Resume,3,S,null,205
840.17,WaitUntil,3,S,false,205
840.17,Resume,null,null,null,205
840.17,CheckWait,null,null,null,null
840.44,Enter,5,W,null,331
840.44,Resume,5,W,null,331
840.44,WaitUntil,5,W,true,331
842.42,Resume,2,S,null,94
842.42,WaitUntil,2,S,false,94
842.42,Resume,null,null,null,94
842.42,CheckWait,null,null,null,null
842.84,Resume,5,S,null,258
842.84,WaitUntil,5,S,true,258
844.23,Resume,1,S,null,98
844.23,WaitUntil,1,S,false,98
844.23,Resume,null,null,null,98
844.23,CheckWait,null,null,null,null
845.50,TurnRedThrough,2,N,null,null
846.61,Resume,5,S,null,259
846.61,WaitUntil,5,S,false,259
846.61,Resume,null,null,null,259
846.61,CheckWait,null,null,null,null
846.64,Enter,1,S,null,104
847.28,Resume,1,S,null,99
847.28,WaitUntil,1,S,false,99
847.28,Resume,null,null,null,99
847.28,CheckWait,null,null,null,null
848.67,Resume,5,S,null,260
848.67,WaitUntil,5,S,false,260
848.67,Resume,null,null,null,260
848.67,CheckWait,null,null,null,null
848.78,Enter,1,W,null,169
848.78,Resume,1,W,null,169
848.78,WaitUntil,1,W,true,169
849.44,Resume,1,S,null,100
849.44,WaitUntil,1,S,true,100
849.87,Resume,1,S,null,101
849.87,WaitUntil,1,S,true,101
849.90,Enter,1,S,null,105
850.15,Enter,3,E,null,263
850.15,Resume,3,E,null,263
850.15,WaitUntil,3,E,false,263
851.83,Enter,1,S,null,106
852.22,Resume,1,S,null,102
852.22,WaitUntil,1,S,true,102
852.75,Exit,5,N,null,259
853.00,TurnRedThrough,5,N,null,null
853.30,Resume,1,S,null,103
853.30,WaitUntil,1,S,true,103
854.30,TurnRedThrough,1,N,null,null
854.33,Resume,5,S,null,89
854.33,WaitUntil,5,S,false,89
854.63,Resume,5,S,null,90
854.63,WaitUntil,5,S,false,90
854.80,Exit,5,N,null,260
854.93,Resume,5,S,null,91
854.93,WaitUntil,5,S,false,91
855.23,Resume,5,S,null,92
855.23,WaitUntil,5,S,true,92
855.32,Enter,5,W,null,332
855.32,Resume,5,W,null,332
855.32,WaitUntil,5,W,true,332
855.61,Enter,1,S,null,107
858.20,TurnGreenLeft,1,E,null,null
858.50,Resume,null,null,null,167
858.50,CheckWait,null,null,null,null
858.80,Resume,null,null,null,168
858.80,CheckWait,null,null,null,null
859.08,Enter,1,S,null,108
859.10,Resume,null,null,null,169
859.10,CheckWait,null,null,null,null
859.20,TurnGreenLeft,5,E,null,null
859.50,Resume,null,null,null,325
859.50,CheckWait,null,null,null,null
859.80,Resume,null,null,null,326
859.80,CheckWait,null,null,null,null
860.03,Enter,1,S,null,109
860.10,Resume,null,null,null,327
860.10,CheckWait,null,null,null,null
860.40,Resume,null,null,null,328
860.40,CheckWait,null,null,null,null
860.70,Resume,null,null,null,329
860.70,CheckWait,null,null,null,null
860.78,Resume,1,S,null,104
860.78,WaitUntil,1,S,false,104
861.00,Resume,null,null,null,330
861.00,CheckWait,null,null,null,null
861.30,Resume,null,null,null,331
861.30,CheckWait,null,null,null,null
861.60,Resume,null,null,null,332
861.60,CheckWait,null,null,null,null
862.50,TurnRedThrough,3,N,null,null
863.21,Enter,1,S,null,110
863.72,Resume,2,S,null,96
863.72,WaitUntil,2,S,false,96
864.03,Resume,1,S,null,105
864.03,WaitUntil,1,S,false,105
864.04,Enter,1,S,null,111
864.83,Resume,2,S,null,97
864.83,WaitUntil,2,S,false,97
865.64,Exit,5,N,null,325
865.94,Exit,5,N,null,326
865.96,Resume,1,S,null,106
865.96,WaitUntil,1,S,false,106
866.24,Exit,5,N,null,327
866.54,Exit,5,N,null,328
866.70,Enter,1,S,null,112
866.84,Exit,5,N,null,329
866.96,Enter,5,E,null,353
866.96,Resume,5,E,null,353
866.96,WaitUntil,5,E,false,353
867.14,Exit,5,N,null,330
867.44,Exit,5,N,null,331
867.55,Enter,1,S,null,113
867.60,TurnGreenThrough,3,E,null,null
867.60,TurnGreenThrough,3,W,null,null
867.74,Exit,5,N,null,332
867.90,Resume,null,null,null,261
867.90,CheckWait,null,null,null,null
868.00,TurnRedLeft,1,E,null,null
868.20,Resume,null,null,null,262
868.20,CheckWait,null,null,null,null
868.50,Resume,null,null,null,263
868.50,CheckWait,null,null,null,null
868.64,Enter,5,E,null,354
868.64,Resume,5,E,null,354
868.64,WaitUntil,5,E,false,354
868.91,Resume,5,S,null,230
868.91,WaitUntil,5,S,true,230
869.21,Resume,5,S,null,231
869.21,Resume,5,S,null,219
869.21,WaitUntil,5,S,false,231
869.21,WaitUntil,5,S,false,219
869.74,Resume,1,S,null,107
869.74,WaitUntil,1,S,false,107
869.80,TurnGreenThrough,1,E,null,null
870.35,Resume,2,S,null,98
870.35,WaitUntil,2,S,false,98
871.00,TurnGreenThrough,1,W,null,null
871.14,Enter,1,S,null,114
871.30,Resume,null,null,null,206
871.30,CheckWait,null,null,null,null
871.47,Enter,5,W,null,333
871.47,Resume,5,W,null,333
871.47,WaitUntil,5,W,true,333
871.47,Resume,null,null,null,333
871.47,CheckWait,null,null,null,null
872.60,TurnRedLeft,5,E,null,null
872.86,Enter,5,W,null,334
872.86,Resume,5,W,null,334
872.86,WaitUntil,5,W,true,334
873.20,TurnGreenThrough,5,W,null,null
873.22,Resume,1,S,null,108
873.22,WaitUntil,1,S,false,108
873.40,Resume,2,S,null,99
873.40,WaitUntil,2,S,false,99
873.50,Resume,null,null,null,352
873.50,CheckWait,null,null,null,null
873.80,Resume,null,null,null,353
873.80,CheckWait,null,null,null,null
874.10,Resume,null,null,null,354
874.10,CheckWait,null,null,null,null
874.16,Resume,1,S,null,109
874.16,WaitUntil,1,S,false,109
876.51,Enter,1,S,null,115
877.00,TurnGreenThrough,2,E,null,null
877.00,TurnGreenThrough,2,W,null,null
877.30,Resume,null,null,null,220
877.30,Resume,null,null,null,232
877.30,CheckWait,null,null,null,null
877.30,CheckWait,null,null,null,null
877.35,Resume,1,S,null,110
877.35,WaitUntil,1,S,false,110
877.60,Exit,5,N,null,333
878.18,Resume,1,S,null,111
878.18,WaitUntil,1,S,false,111
878.49,Resume,3,S,null,94
878.49,WaitUntil,3,S,true,94
878.79,Enter,5,E,null,355
878.79,Resume,5,E,null,355
878.79,WaitUntil,5,E,false,355
878.79,Resume,null,null,null,355
878.79,CheckWait,null,null,null,null
879.38,Enter,1,S,null,116
879.64,Exit,5,N,null,352
879.94,Exit,5,N,null,353
880.24,Exit,5,N,null,354
880.84,Resume,1,S,null,112
880.84,WaitUntil,1,S,false,112
881.68,Resume,1,S,null,113
881.68,WaitUntil,1,S,false,113
884.62,Resume,2,S,null,167
884.62,WaitUntil,2,S,false,167
884.92,Resume,2,S,null,168
884.92,WaitUntil,2,S,false,168
884.93,Exit,5,N,null,355
885.22,Resume,2,S,null,169
885.22,WaitUntil,2,S,false,169
885.28,Resume,1,S,null,114
885.28,WaitUntil,1,S,false,114
890.64,Resume,1,S,null,115
890.64,WaitUntil,1,S,false,115
890.80,Enter,3,W,null,245
890.80,Resume,3,W,null,245
890.80,WaitUntil,3,W,true,245
890.80,Resume,null,null,null,245
890.80,CheckWait,null,null,null,null
892.81,Resume,5,S,null,162
892.81,WaitUntil,5,S,false,162
893.11,Resume,5,S,null,163
893.11,WaitUntil,5,S,true,163
893.41,Resume,5,S,null,164
893.41,WaitUntil,5,S,false,164
893.52,Resume,1,S,null,116
893.52,WaitUntil,1,S,false,116
893.71,Resume,5,S,null,165
893.71,WaitUntil,5,S,false,165
894.01,Resume,5,S,null,166
894.01,WaitUntil,5,S,true,166
894.26,Enter,5,W,null,335
894.26,Resume,5,W,null,335
894.26,WaitUntil,5,W,true,335
894.31,Resume,5,S,null,200
894.31,WaitUntil,5,S,false,200
894.61,Resume,5,S,null,201
894.61,WaitUntil,5,S,false,201
894.91,Resume,5,S,null,202
894.91,WaitUntil,5,S,false,202
895.51,Resume,5,S,null,204
895.51,WaitUntil,5,S,false,204
895.81,Resume,5,S,null,205
895.81,WaitUntil,5,S,true,205
897.42,Resume,2,S,null,206
897.42,WaitUntil,2,S,false,206
898.20,TurnGreenThrough,3,N,null,null
898.20,TurnRedThrough,3,W,null,null
898.20,TurnRedThrough,3,E,null,null
898.29,Enter,5,W,null,336
898.29,Resume,5,W,null,336
898.29,WaitUntil,5,W,true,336
898.50,Resume,null,null,null,94
898.50,CheckWait,null,null,null,null
898.50,Exit,3,W,null,94
899.01,Enter,1,W,null,170
899.01,Resume,1,W,null,170
899.01,WaitUntil,1,W,true,170
899.10,TurnRedLeft,5,E,null,null
899.10,TurnRedThrough,5,E,null,null
899.10,TurnRedThrough,5,W,null,null
899.10,TurnGreenLeft,5,N,null,null
899.40,Resume,null,null,null,258
899.40,CheckWait,null,null,null,null
899.40,Exit,5,W,null,258
899.70,Resume,null,null,null,92
899.70,CheckWait,null,null,null,null
899.70,Exit,5,W,null,92
900.00,Resume,null,null,null,230
900.00,CheckWait,null,null,null,null
900.00,Exit,5,W,null,230
900.30,Resume,null,null,null,163
900.30,CheckWait,null,null,null,null
900.30,Exit,5,W,null,163
900.60,Resume,null,null,null,166
900.60,CheckWait,null,null,null,null
900.60,Exit,5,W,null,166
900.90,Resume,null,null,null,205
900.90,CheckWait,null,null,null,null
900.90,Exit,5,W,null,205
900.90,TurnRedThrough,2,E,null,null
900.90,TurnGreenThrough,2,N,null,null
900.90,TurnRedThrough,2,W,null,null
901.20,Resume,null,null,null,96
901.20,CheckWait,null,null,null,null
901.50,Resume,null,null,null,97
901.50,CheckWait,null,null,null,null
901.80,Resume,null,null,null,98
901.80,CheckWait,null,null,null,null
902.10,Resume,null,null,null,99
902.10,CheckWait,null,null,null,null
902.10,Exit,2,E,null,99
902.40,Resume,null,null,null,167
902.40,CheckWait,null,null,null,null
902.70,Resume,null,null,null,168
902.70,CheckWait,null,null,null,null
903.00,Resume,null,null,null,169
903.00,CheckWait,null,null,null,null
903.30,Resume,null,null,null,206
903.30,CheckWait,null,null,null,null
903.60,TurnGreenLeft,1,N,null,null
903.60,TurnRedThrough,1,W,null,null
903.60,TurnRedThrough,1,E,null,null
903.90,Resume,null,null,null,100
903.90,CheckWait,null,null,null,null
903.90,Exit,1,W,null,100
904.20,Resume,null,null,null,101
904.20,CheckWait,null,null,null,null
904.20,Exit,1,W,null,101
904.50,Resume,null,null,null,102
904.50,CheckWait,null,null,null,null
904.50,Exit,1,W,null,102
904.80,Resume,null,null,null,103
904.80,CheckWait,null,null,null,null
904.80,Exit,1,W,null,103
911.50,TurnRedLeft,5,N,null,null
913.37,Resume,3,S,null,220
913.37,Resume,3,S,null,232
913.37,WaitUntil,3,S,true,220
913.37,WaitUntil,3,S,false,232
913.37,Resume,null,null,null,220
913.37,Resume,null,null,null,232
913.37,CheckWait,null,null,null,null
913.37,Exit,3,W,null,220
913.37,CheckWait,null,null,null,null
914.20,TurnRedLeft,1,N,null,null
915.10,TurnGreenThrough,5,N,null,null
915.40,Resume,null,null,null,89
915.40,CheckWait,null,null,null,null
915.70,Resume,null,null,null,90
915.70,CheckWait,null,null,null,null
916.00,Resume,null,null,null,91
916.00,CheckWait,null,null,null,null
916.30,Resume,null,null,null,231
916.30,CheckWait,null,null,null,null
916.40,TurnGreenThrough,1,N,null,null
916.60,Resume,null,null,null,219
916.60,CheckWait,null,null,null,null
916.70,Resume,null,null,null,104
916.70,CheckWait,null,null,null,null
916.90,Resume,null,null,null,162
916.90,CheckWait,null,null,null,null
917.00,Resume,null,null,null,105
917.00,CheckWait,null,null,null,null
917.20,Resume,null,null,null,164
917.20,CheckWait,null,null,null,null
917.20,Exit,5,E,null,164
917.30,Resume,null,null,null,106
917.30,CheckWait,null,null,null,null
917.30,Exit,1,E,null,106
917.50,Resume,null,null,null,165
917.50,CheckWait,null,null,null,null
917.50,Exit,5,E,null,165
917.60,Resume,null,null,null,107
917.60,CheckWait,null,null,null,null
917.80,Resume,null,null,null,200
917.80,CheckWait,null,null,null,null
917.80,Exit,5,E,null,200
917.90,Resume,null,null,null,108
917.90,CheckWait,null,null,null,null
918.10,Resume,null,null,null,201
918.10,CheckWait,null,null,null,null
918.20,Resume,null,null,null,109
918.20,CheckWait,null,null,null,null
918.40,Resume,null,null,null,202
918.40,CheckWait,null,null,null,null
918.50,Resume,null,null,null,110
918.50,CheckWait,null,null,null,null
918.70,Resume,null,null,null,204
918.70,CheckWait,null,null,null,null
918.70,Exit,5,E,null,204
918.80,Resume,null,null,null,111
918.80,CheckWait,null,null,null,null
919.10,Resume,null,null,null,112
919.10,CheckWait,null,null,null,null
919.40,Resume,null,null,null,113
919.40,CheckWait,null,null,null,null
919.70,Resume,null,null,null,114
919.70,CheckWait,null,null,null,null
920.00,Resume,null,null,null,115
920.00,CheckWait,null,null,null,null
920.30,Resume,null,null,null,116
920.30,CheckWait,null,null,null,null
921.54,Exit,5,N,null,89
921.84,Exit,5,N,null,90
922.14,Exit,5,N,null,91
922.44,Exit,5,N,null,231
922.74,Exit,5,N,null,219
923.04,Exit,5,N,null,162
923.53,Resume,5,S,null,261
923.53,WaitUntil,5,S,false,261
923.53,Resume,null,null,null,261
923.53,CheckWait,null,null,null,null
923.83,Resume,5,S,null,262
923.83,WaitUntil,5,S,false,262
923.83,Resume,null,null,null,262
923.83,CheckWait,null,null,null,null
924.13,Resume,5,S,null,263
924.13,WaitUntil,5,S,true,263
924.24,Exit,5,N,null,201
924.54,Exit,5,N,null,202
929.67,Exit,5,N,null,261
929.97,Exit,5,N,null,262
932.80,TurnGreenThrough,5,E,null,null
937.27,Resume,3,S,null,96
937.27,WaitUntil,3,S,false,96
937.27,Resume,null,null,null,96
937.27,CheckWait,null,null,null,null
937.57,Resume,3,S,null,97
937.57,WaitUntil,3,S,false,97
937.57,Resume,null,null,null,97
937.57,CheckWait,null,null,null,null
937.87,Resume,3,S,null,98
937.87,WaitUntil,3,S,false,98
937.87,Resume,null,null,null,98
937.87,CheckWait,null,null,null,null
938.47,Resume,3,S,null,167
938.47,WaitUntil,3,S,false,167
938.47,Resume,null,null,null,167
938.47,CheckWait,null,null,null,null
938.77,Resume,3,S,null,168
938.77,WaitUntil,3,S,false,168
938.77,Resume,null,null,null,168
938.77,CheckWait,null,null,null,null
939.07,Resume,3,S,null,169
939.07,WaitUntil,3,S,false,169
939.07,Resume,null,null,null,169
939.07,CheckWait,null,null,null,null
939.37,Resume,3,S,null,206
939.37,WaitUntil,3,S,false,206
939.37,Resume,null,null,null,206
939.37,CheckWait,null,null,null,null
939.37,Exit,3,E,null,206
942.82,Resume,2,S,null,104
942.82,WaitUntil,2,S,false,104
942.82,Resume,null,null,null,104
942.82,CheckWait,null,null,null,null
943.12,Resume,2,S,null,105
943.12,WaitUntil,2,S,false,105
943.12,Resume,null,null,null,105
943.12,CheckWait,null,null,null,null
943.72,Resume,2,S,null,107
943.72,WaitUntil,2,S,false,107
943.72,Resume,null,null,null,107
943.72,CheckWait,null,null,null,null
944.02,Resume,2,S,null,108
944.02,WaitUntil,2,S,true,108
944.02,Resume,null,null,null,108
944.02,CheckWait,null,null,null,null
944.02,Exit,2,W,null,108
944.32,Resume,2,S,null,109
944.32,WaitUntil,2,S,false,109
944.32,Resume,null,null,null,109
944.32,CheckWait,null,null,null,null
944.62,Resume,2,S,null,110
944.62,WaitUntil,2,S,false,110
944.62,Resume,null,null,null,110
944.62,CheckWait,null,null,null,null
944.92,Resume,2,S,null,111
944.92,WaitUntil,2,S,false,111
944.92,Resume,null,null,null,111
944.92,CheckWait,null,null,null,null
945.22,Resume,2,S,null,112
945.22,WaitUntil,2,S,false,112
945.22,Resume,null,null,null,112
945.22,CheckWait,null,null,null,null
945.52,Resume,2,S,null,113
945.52,WaitUntil,2,S,false,113
945.52,Resume,null,null,null,113
945.52,CheckWait,null,null,null,null
945.60,TurnRedThrough,2,N,null,null
945.82,Resume,2,S,null,114
945.82,WaitUntil,2,S,false,114
946.12,Resume,2,S,null,115
946.12,WaitUntil,2,S,false,115
946.42,Resume,2,S,null,116
946.42,WaitUntil,2,S,false,116
946.44,Resume,5,S,null,245
946.44,WaitUntil,5,S,false,245
946.44,Resume,null,null,null,245
946.44,CheckWait,null,null,null,null
952.57,Exit,5,N,null,245
952.90,TurnRedThrough,5,N,null,null
954.70,TurnRedThrough,1,N,null,null
958.60,TurnGreenLeft,1,E,null,null
958.90,Resume,null,null,null,170
958.90,CheckWait,null,null,null,null
959.10,TurnGreenLeft,5,E,null,null
959.40,Resume,null,null,null,334
959.40,CheckWait,null,null,null,null
959.70,Resume,null,null,null,335
959.70,CheckWait,null,null,null,null
960.00,Resume,null,null,null,336
960.00,CheckWait,null,null,null,null
962.30,TurnRedThrough,3,N,null,null
965.54,Exit,5,N,null,334
965.84,Exit,5,N,null,335
966.14,Exit,5,N,null,336
967.40,TurnGreenThrough,3,E,null,null
967.40,TurnGreenThrough,3,W,null,null
968.40,TurnRedLeft,1,E,null,null
969.01,Resume,5,S,null,232
969.01,WaitUntil,5,S,false,232
970.20,TurnGreenThrough,1,E,null,null
971.40,TurnGreenThrough,1,W,null,null
972.50,TurnRedLeft,5,E,null,null
973.10,TurnGreenThrough,5,W,null,null
977.10,TurnGreenThrough,2,W,null,null
977.10,TurnGreenThrough,2,E,null,null
978.89,Resume,3,S,null,104
978.89,WaitUntil,3,S,true,104
979.19,Resume,3,S,null,105
979.19,WaitUntil,3,S,false,105
979.79,Resume,3,S,null,107
979.79,WaitUntil,3,S,false,107
980.39,Resume,3,S,null,109
980.39,WaitUntil,3,S,false,109
980.69,Resume,3,S,null,110
980.69,WaitUntil,3,S,false,110
980.99,Resume,3,S,null,111
980.99,WaitUntil,3,S,false,111
981.29,Resume,3,S,null,112
981.29,WaitUntil,3,S,false,112
981.59,Resume,3,S,null,113
981.59,WaitUntil,3,S,false,113
985.02,Resume,2,S,null,170
985.02,WaitUntil,2,S,false,170
992.91,Resume,5,S,null,96
992.91,WaitUntil,5,S,false,96
993.21,Resume,5,S,null,97
993.21,WaitUntil,5,S,false,97
993.51,Resume,5,S,null,98
993.51,WaitUntil,5,S,false,98
994.11,Resume,5,S,null,167
994.11,WaitUntil,5,S,false,167
994.41,Resume,5,S,null,168
994.41,WaitUntil,5,S,false,168
994.71,Resume,5,S,null,169
994.71,WaitUntil,5,S,true,169
998.00,TurnGreenThrough,3,N,null,null
998.00,TurnRedThrough,3,E,null,null
998.00,TurnRedThrough,3,W,null,null
998.30,Resume,null,null,null,104
998.30,CheckWait,null,null,null,null
998.30,Exit,3,W,null,104
998.60,Resume,null,null,null,105
998.60,CheckWait,null,null,null,null
998.90,Resume,null,null,null,107
998.90,CheckWait,null,null,null,null
999.00,TurnRedThrough,5,W,null,null
999.00,TurnGreenLeft,5,N,null,null
999.00,TurnRedThrough,5,E,null,null
999.00,TurnRedLeft,5,E,null,null
999.20,Resume,null,null,null,109
999.20,CheckWait,null,null,null,null
999.30,Resume,null,null,null,263
999.30,CheckWait,null,null,null,null
999.30,Exit,5,W,null,263
999.50,Resume,null,null,null,110
999.50,CheckWait,null,null,null,null
999.60,Resume,null,null,null,169
999.60,CheckWait,null,null,null,null
999.60,Exit,5,W,null,169
999.80,Resume,null,null,null,111
999.80,CheckWait,null,null,null,null
1000.10,Resume,null,null,null,112
1000.10,CheckWait,null,null,null,null
1000.40,Resume,null,null,null,113
1000.40,CheckWait,null,null,null,null
1001.00,TurnRedThrough,2,W,null,null
1001.00,TurnGreenThrough,2,N,null,null
1001.00,TurnRedThrough,2,E,null,null
1001.30,Resume,null,null,null,114
1001.30,CheckWait,null,null,null,null
1001.60,Resume,null,null,null,115
1001.60,CheckWait,null,null,null,null
1001.90,Resume,null,null,null,116
1001.90,CheckWait,null,null,null,null
1002.20,Resume,null,null,null,170
1002.20,CheckWait,null,null,null,null
1004.00,TurnGreenLeft,1,N,null,null
1004.00,TurnRedThrough,1,W,null,null
1004.00,TurnRedThrough,1,E,null,null
1011.40,TurnRedLeft,5,N,null,null
1014.60,TurnRedLeft,1,N,null,null
1015.00,TurnGreenThrough,5,N,null,null
1015.30,Resume,null,null,null,232
1015.30,CheckWait,null,null,null,null
1015.60,Resume,null,null,null,96
1015.60,CheckWait,null,null,null,null
1015.90,Resume,null,null,null,97
1015.90,CheckWait,null,null,null,null
1016.20,Resume,null,null,null,98
1016.20,CheckWait,null,null,null,null
1016.50,Resume,null,null,null,167
1016.50,CheckWait,null,null,null,null
1016.80,Resume,null,null,null,168
1016.80,CheckWait,null,null,null,null
1016.80,TurnGreenThrough,1,N,null,null
1021.44,Exit,5,N,null,232
1021.74,Exit,5,N,null,96
1022.04,Exit,5,N,null,97
1022.34,Exit,5,N,null,98
1022.64,Exit,5,N,null,167
1022.94,Exit,5,N,null,168
1032.70,TurnGreenThrough,5,E,null,null
1037.37,Resume,3,S,null,114
1037.37,WaitUntil,3,S,false,114
1037.37,Resume,null,null,null,114
1037.37,CheckWait,null,null,null,null
1037.67,Resume,3,S,null,115
1037.67,WaitUntil,3,S,false,115
1037.67,Resume,null,null,null,115
1037.67,CheckWait,null,null,null,null
1037.97,Resume,3,S,null,116
1037.97,WaitUntil,3,S,false,116
1037.97,Resume,null,null,null,116
1037.97,CheckWait,null,null,null,null
1038.27,Resume,3,S,null,170
1038.27,WaitUntil,3,S,false,170
1038.27,Resume,null,null,null,170
1038.27,CheckWait,null,null,null,null
1038.27,Exit,3,E,null,170
1045.70,TurnRedThrough,2,N,null,null
1052.80,TurnRedThrough,5,N,null,null
1054.23,Resume,5,S,null,105
1054.23,WaitUntil,5,S,true,105
1054.53,Resume,5,S,null,107
1054.53,WaitUntil,5,S,true,107
1054.83,Resume,5,S,null,109
1054.83,WaitUntil,5,S,false,109
1055.10,TurnRedThrough,1,N,null,null
1055.13,Resume,5,S,null,110
1055.13,WaitUntil,5,S,true,110
1055.43,Resume,5,S,null,111
1055.43,WaitUntil,5,S,false,111
1055.73,Resume,5,S,null,112
1055.73,WaitUntil,5,S,false,112
1056.03,Resume,5,S,null,113
1056.03,WaitUntil,5,S,false,113
1059.00,TurnGreenLeft,1,E,null,null
1059.00,TurnGreenLeft,5,E,null,null
1062.10,TurnRedThrough,3,N,null,null
1067.20,TurnGreenThrough,3,E,null,null
1067.20,TurnGreenThrough,3,W,null,null
1068.80,TurnRedLeft,1,E,null,null
1070.60,TurnGreenThrough,1,E,null,null
1071.80,TurnGreenThrough,1,W,null,null
1072.40,TurnRedLeft,5,E,null,null
1073.00,TurnGreenThrough,5,W,null,null
1077.20,TurnGreenThrough,2,W,null,null
1077.20,TurnGreenThrough,2,E,null,null
1093.01,Resume,5,S,null,114
1093.01,WaitUntil,5,S,false,114
1093.31,Resume,5,S,null,115
1093.31,WaitUntil,5,S,true,115
1093.61,Resume,5,S,null,116
1093.61,WaitUntil,5,S,false,116
1097.80,TurnRedThrough,3,E,null,null
1097.80,TurnGreenThrough,3,N,null,null
1097.80,TurnRedThrough,3,W,null,null
1098.90,TurnGreenLeft,5,N,null,null
1098.90,TurnRedThrough,5,W,null,null
1098.90,TurnRedLeft,5,E,null,null
1098.90,TurnRedThrough,5,E,null,null
1099.20,Resume,null,null,null,105
1099.20,CheckWait,null,null,null,null
1099.20,Exit,5,W,null,105
1099.50,Resume,null,null,null,107
1099.50,CheckWait,null,null,null,null
1099.50,Exit,5,W,null,107
1099.80,Resume,null,null,null,110
1099.80,CheckWait,null,null,null,null
1099.80,Exit,5,W,null,110
1100.10,Resume,null,null,null,115
1100.10,CheckWait,null,null,null,null
1100.10,Exit,5,W,null,115
1101.10,TurnRedThrough,2,W,null,null
1101.10,TurnGreenThrough,2,N,null,null
1101.10,TurnRedThrough,2,E,null,null
1104.40,TurnRedThrough,1,E,null,null
1104.40,TurnRedThrough,1,W,null,null
1104.40,TurnGreenLeft,1,N,null,null
1111.30,TurnRedLeft,5,N,null,null
1114.90,TurnGreenThrough,5,N,null,null
1115.00,TurnRedLeft,1,N,null,null
1115.20,Resume,null,null,null,109
1115.20,CheckWait,null,null,null,null
1115.50,Resume,null,null,null,111
1115.50,CheckWait,null,null,null,null
1115.80,Resume,null,null,null,112
1115.80,CheckWait,null,null,null,null
1116.10,Resume,null,null,null,113
1116.10,CheckWait,null,null,null,null
1116.40,Resume,null,null,null,114
1116.40,CheckWait,null,null,null,null
1116.70,Resume,null,null,null,116
1116.70,CheckWait,null,null,null,null
1117.20,TurnGreenThrough,1,N,null,null
1121.34,Exit,5,N,null,109
1121.64,Exit,5,N,null,111
1121.94,Exit,5,N,null,112
1122.24,Exit,5,N,null,113
1122.54,Exit,5,N,null,114
1122.84,Exit,5,N,null,116
1132.60,TurnGreenThrough,5,E,null,null
1145.80,TurnRedThrough,2,N,null,null
1152.70,TurnRedThrough,5,N,null,null
1155.50,TurnRedThrough,1,N,null,null
1158.90,TurnGreenLeft,5,E,null,null
1159.40,TurnGreenLeft,1,E,null,null
1161.90,TurnRedThrough,3,N,null,null
