time,type,intersection,direction,vehicle
838.62,Arrival,5,S,515
838.62,Departure,5,S,515
838.67,Arrival,3,S,232
838.67,Departure,3,S,232
838.97,Arrival,3,S,233
838.97,Departure,3,S,233
839.27,Arrival,3,S,234
839.27,Departure,3,S,234
839.57,Arrival,3,S,235
839.57,Departure,3,S,235
839.87,Arrival,1,S,285
839.87,Arrival,3,S,236
839.87,Departure,3,S,236
840.17,Arrival,3,S,237
840.17,Departure,3,S,237
840.47,Arrival,3,S,238
840.47,Departure,3,S,238
840.77,Arrival,3,S,239
840.77,Departure,3,S,239
841.07,Arrival,3,S,243
841.07,Departure,3,S,243
841.37,Arrival,3,S,244
841.37,Departure,3,S,244
841.67,Arrival,3,S,246
841.67,Departure,3,S,246
841.97,Arrival,3,S,351
841.97,Departure,3,S,351
842.12,Arrival,2,S,248
842.12,Departure,2,S,248
842.24,Arrival,2,W,468
842.27,Arrival,3,S,352
842.27,Departure,3,S,352
842.42,Arrival,2,S,249
842.42,Departure,2,S,249
842.57,Arrival,3,S,353
842.57,Departure,3,S,353
842.72,Arrival,2,S,250
842.72,Departure,2,S,250
842.87,Arrival,3,S,354
842.87,Departure,3,S,354
843.02,Arrival,2,S,251
843.02,Departure,2,S,251
843.17,Arrival,3,S,355
843.17,Departure,3,S,355
843.32,Arrival,2,S,252
843.32,Departure,2,S,252
843.47,Arrival,3,S,356
843.47,Departure,3,S,356
843.62,Arrival,2,S,253
843.62,Exit,2,W,253
843.77,Arrival,3,S,357
843.77,Departure,3,S,357
843.92,Arrival,2,S,256
843.92,Departure,2,S,256
844.03,Arrival,1,W,370
844.07,Arrival,3,S,358
844.07,Departure,3,S,358
844.22,Arrival,2,S,257
844.22,Departure,2,S,257
844.37,Arrival,3,S,359
844.37,Departure,3,S,359
844.52,Arrival,2,S,258
844.52,Departure,2,S,258
844.67,Arrival,3,S,360
844.67,Departure,3,S,360
844.75,Exit,5,N,515
844.82,Arrival,2,S,259
844.82,Departure,2,S,259
844.97,Arrival,3,S,361
844.97,Departure,3,S,361
845.12,Arrival,2,S,261
845.12,Departure,2,S,261
845.27,Arrival,3,S,362
845.27,Departure,3,S,362
845.42,Arrival,2,S,264
845.42,Departure,2,S,264
845.50,RedSouth,2,N,null
845.50,RedSouth,2,W,null
845.57,Arrival,3,S,417
845.57,Departure,3,S,417
845.72,Arrival,2,S,265
845.87,Arrival,3,S,418
845.87,Departure,3,S,418
846.02,Arrival,2,S,268
846.17,Arrival,3,S,419
846.17,Departure,3,S,419
846.24,Arrival,1,S,286
846.24,Departure,1,S,286
846.32,Arrival,2,S,269
846.62,Arrival,2,S,270
846.92,Arrival,2,S,271
847.20,Arrival,3,S,420
847.20,Departure,3,S,420
847.22,Arrival,2,S,272
847.52,Arrival,2,S,273
847.82,Arrival,2,S,275
848.12,Arrival,2,S,276
848.17,Arrival,1,S,287
848.17,Departure,1,S,287
849.61,Arrival,3,S,421
849.61,Departure,3,S,421
850.19,Arrival,1,E,425
850.91,Arrival,5,E,727
851.64,Arrival,1,S,288
851.64,Departure,1,S,288
851.83,Arrival,2,S,277
851.90,Arrival,5,S,580
851.90,Exit,5,E,580
852.18,Arrival,3,S,422
852.18,Departure,3,S,422
852.61,Arrival,2,S,278
853.00,RedSouth,5,N,null
853.99,Arrival,3,W,519
854.03,Arrival,5,S,208
854.10,Arrival,2,S,279
854.30,RedSouth,1,N,null
854.33,Arrival,5,S,212
854.58,Arrival,5,E,728
854.63,Arrival,5,S,214
854.75,Arrival,5,E,729
854.93,Arrival,5,S,215
855.23,Arrival,5,S,216
855.53,Arrival,5,S,217
855.83,Arrival,5,S,218
855.94,Arrival,2,W,469
856.13,Arrival,5,S,219
856.29,Arrival,1,S,289
856.43,Arrival,5,S,223
856.73,Arrival,5,S,224
857.03,Arrival,5,S,225
858.20,GreenWestTurnLeft,1,null,null
858.20,Departure,1,W,363
858.50,Departure,1,W,364
858.80,Departure,1,W,365
859.10,Departure,1,W,366
859.20,GreenWestTurnLeft,5,null,null
859.20,Departure,5,W,675
859.40,Departure,1,W,367
859.50,Departure,5,W,676
859.70,Departure,1,W,368
859.80,Departure,5,W,677
860.00,Departure,1,W,369
860.10,Departure,5,W,678
860.30,Departure,1,W,370
860.40,Departure,5,W,679
860.70,Departure,5,W,680
861.35,Arrival,2,S,283
862.50,RedSouth,3,N,null
862.50,RedSouth,3,W,null
862.80,Arrival,1,S,290
863.47,Arrival,2,S,284
865.21,Arrival,5,E,730
865.34,Exit,5,N,675
865.64,Exit,5,N,676
865.94,Exit,5,N,677
866.24,Exit,5,N,678
866.54,Exit,5,N,679
866.84,Exit,5,N,680
867.60,GreenWestTurnLeft,3,null,null
867.60,GreenEastTurnRight,3,null,null
867.60,Departure,3,W,516
867.60,Departure,3,E,581
867.90,Departure,3,W,517
868.00,RedWestTurnLeft,1,null,null
868.20,Departure,3,W,518
868.50,Departure,3,W,519
868.61,Arrival,5,S,462
869.21,Arrival,5,S,464
869.46,Arrival,1,W,371
871.00,GreenEastTurnRight,1,null,null
871.00,Departure,1,E,423
871.21,Arrival,3,E,582
871.21,Departure,3,E,582
871.25,Arrival,1,S,291
871.30,Departure,1,E,424
871.60,Departure,1,E,425
871.79,Arrival,5,S,465
872.33,Arrival,5,W,681
872.33,Departure,5,W,681
872.36,Arrival,2,S,286
872.60,RedWestTurnLeft,5,null,null
872.91,Arrival,3,E,583
872.91,Departure,3,E,583
873.04,Arrival,1,E,426
873.04,Departure,1,E,426
873.20,GreenEastTurnRight,5,null,null
873.20,Departure,5,E,726
873.50,Departure,5,E,727
873.80,Departure,5,E,728
874.10,Departure,5,E,729
874.29,Arrival,2,S,287
874.40,Departure,5,E,730
874.57,Arrival,1,S,292
875.47,Arrival,5,W,682
876.66,Arrival,1,S,293
877.00,GreenWestTurnLeft,2,null,null
877.00,GreenEastTurnRight,2,null,null
877.00,Departure,2,W,466
877.30,Departure,2,W,467
877.60,Departure,2,W,468
877.75,Arrival,2,S,288
877.90,Departure,2,W,469
878.19,Arrival,3,S,248
878.47,Exit,5,N,681
878.49,Arrival,3,S,249
878.79,Arrival,3,S,250
878.79,Arrival,5,W,683
879.09,Arrival,3,S,251
879.20,Arrival,5,E,731
879.20,Departure,5,E,731
879.34,Exit,5,N,726
879.39,Arrival,3,S,252
879.64,Exit,5,N,727
879.94,Exit,5,N,728
879.99,Arrival,3,S,256
880.24,Exit,5,N,729
880.29,Arrival,3,S,257
880.48,Arrival,2,W,470
880.48,Departure,2,W,470
880.54,Exit,5,N,730
880.59,Arrival,3,S,258
880.89,Arrival,3,S,259
881.09,Arrival,5,W,684
881.19,Arrival,3,S,261
881.49,Arrival,3,S,264
881.66,Arrival,1,S,294
884.32,Arrival,2,S,363
884.62,Arrival,2,S,364
884.82,Arrival,1,S,295
884.85,Arrival,1,S,296
884.92,Arrival,2,S,365
885.22,Arrival,2,S,366
885.33,Exit,5,N,731
885.52,Arrival,2,S,367
885.82,Arrival,2,S,368
886.12,Arrival,2,S,369
886.42,Arrival,1,S,297
886.42,Arrival,2,S,370
886.43,Arrival,1,E,427
886.43,Departure,1,E,427
886.84,Arrival,3,W,520
886.84,Departure,3,W,520
889.58,Arrival,1,S,298
890.57,Arrival,1,S,299
890.98,Arrival,3,W,521
890.98,Departure,3,W,521
892.81,Arrival,5,S,227
893.11,Arrival,5,S,228
893.41,Arrival,5,S,229
893.71,Arrival,5,S,230
894.01,Arrival,5,S,231
894.31,Arrival,5,S,232
894.61,Arrival,5,S,233
894.91,Arrival,5,S,234
895.21,Arrival,5,S,235
895.51,Arrival,5,S,236
895.53,Arrival,1,S,300
895.81,Arrival,5,S,237
896.11,Arrival,5,S,238
896.41,Arrival,5,S,239
896.71,Arrival,5,S,243
897.01,Arrival,5,S,244
897.12,Arrival,2,S,423
897.31,Arrival,5,S,246
897.42,Arrival,2,S,424
897.61,Arrival,5,S,351
897.63,Arrival,1,S,301
897.72,Arrival,2,S,425
897.91,Arrival,5,S,352
898.15,Arrival,5,W,685
898.20,GreenSouth,3,N,null
898.20,RedEastTurnRight,3,null,null
898.20,GreenSouth,3,W,null
898.20,RedWestTurnLeft,3,null,null
898.20,Departure,3,S,248
898.21,Arrival,5,S,353
898.50,Departure,3,S,249
898.51,Arrival,5,S,354
898.80,Departure,3,S,250
898.81,Arrival,5,S,355
899.10,Departure,3,S,251
899.10,RedEastTurnRight,5,null,null
899.10,RedWestTurnLeft,5,null,null
899.10,GreenSouth,5,W,null
899.10,Exit,5,W,575
899.11,Arrival,5,S,356
899.16,Arrival,2,S,426
899.40,Departure,3,S,252
899.40,Exit,5,W,576
899.41,Arrival,5,S,357
899.70,Departure,3,S,256
899.70,Exit,5,W,514
899.71,Arrival,5,S,358
899.76,Arrival,1,E,428
899.76,Departure,1,E,428
900.00,Departure,3,S,257
900.00,Exit,5,W,578
900.01,Arrival,5,S,359
900.30,Departure,3,S,258
900.30,Exit,5,W,212
900.31,Arrival,5,S,360
900.60,Departure,3,S,259
900.60,Exit,5,W,214
900.61,Arrival,5,S,361
900.90,Departure,3,S,261
900.90,Exit,5,W,218
900.91,Arrival,5,S,362
901.20,Departure,3,S,264
901.20,Exit,5,W,224
901.21,Arrival,5,S,417
901.50,Exit,5,W,465
901.51,Arrival,5,S,418
901.80,Exit,5,W,227
901.81,Arrival,5,S,419
902.03,Arrival,1,S,302
902.10,Exit,5,W,231
902.40,Exit,5,W,239
902.70,Exit,5,W,243
902.83,Arrival,5,S,420
903.00,Exit,5,W,244
903.30,Exit,5,W,246
903.60,Exit,5,W,351
903.90,Exit,5,W,354
904.20,Exit,5,W,359
904.41,Arrival,1,S,303
904.50,Exit,5,W,361
904.80,Exit,5,W,417
904.90,Arrival,1,S,304
905.10,Exit,5,W,418
905.25,Arrival,5,S,421
905.40,Exit,5,W,419
905.67,Arrival,1,S,305
907.24,Arrival,1,S,306
907.81,Arrival,5,S,422
910.29,Arrival,1,S,307
911.27,Arrival,1,S,308
911.50,RedSouth,5,W,null
912.54,Arrival,2,S,427
913.07,Arrival,3,S,466
913.07,Departure,3,S,466
913.37,Arrival,3,S,467
913.37,Departure,3,S,467
913.67,Arrival,3,S,468
913.67,Departure,3,S,468
913.97,Arrival,3,S,469
913.97,Exit,3,W,469
915.10,GreenSouth,5,N,null
915.10,Departure,5,S,208
915.10,Exit,5,E,223
915.40,Departure,5,S,215
915.70,Departure,5,S,216
916.00,Departure,5,S,217
916.30,Departure,5,S,219
916.56,Arrival,3,S,470
916.56,Departure,3,S,470
916.60,Departure,5,S,225
916.90,Departure,5,S,462
917.20,Departure,5,S,464
917.50,Departure,5,S,228
917.80,Departure,5,S,229
918.10,Departure,5,S,230
918.40,Departure,5,S,232
918.70,Departure,5,S,233
919.00,Departure,5,S,234
919.30,Departure,5,S,235
919.60,Departure,5,S,236
919.90,Departure,5,S,237
920.20,Departure,5,S,238
920.50,Departure,5,S,352
920.80,Departure,5,S,353
921.10,Departure,5,S,355
921.24,Exit,5,N,208
921.40,Departure,5,S,356
921.54,Exit,5,N,215
921.70,Departure,5,S,357
921.84,Exit,5,N,216
922.00,Departure,5,S,358
922.14,Exit,5,N,217
922.30,Departure,5,S,360
922.44,Exit,5,N,219
922.60,Departure,5,S,362
922.74,Exit,5,N,225
922.90,Departure,5,S,420
923.04,Exit,5,N,462
923.20,Departure,5,S,421
923.23,Arrival,5,S,581
923.23,Arrival,5,S,516
923.23,Exit,5,E,581
923.34,Exit,5,N,464
923.50,Departure,5,S,422
923.53,Arrival,5,S,517
923.53,Exit,5,E,517
923.64,Exit,5,N,228
923.80,Departure,5,S,516
923.83,Arrival,5,S,518
923.94,Exit,5,N,229
924.13,Arrival,5,S,519
924.13,Departure,5,S,519
924.24,Exit,5,N,230
924.54,Exit,5,N,232
924.84,Exit,5,N,233
925.14,Exit,5,N,234
925.44,Exit,5,N,235
925.74,Exit,5,N,236
925.87,Arrival,2,S,428
926.04,Exit,5,N,237
926.34,Exit,5,N,238
926.64,Exit,5,N,352
926.84,Arrival,5,S,582
926.84,Departure,5,S,582
926.94,Exit,5,N,353
927.24,Exit,5,N,355
927.54,Exit,5,N,356
927.84,Exit,5,N,357
928.14,Exit,5,N,358
928.44,Exit,5,N,360
928.54,Arrival,5,S,583
928.74,Exit,5,N,362
929.04,Exit,5,N,420
929.34,Exit,5,N,421
929.64,Exit,5,N,422
929.94,Exit,5,N,516
930.27,Exit,5,N,519
932.98,Exit,5,N,582
942.47,Arrival,5,S,520
946.62,Arrival,5,S,521
952.90,RedSouth,5,N,null
953.83,Arrival,5,S,248
954.13,Arrival,5,S,249
954.43,Arrival,5,S,250
954.73,Arrival,5,S,251
955.03,Arrival,5,S,252
955.33,Arrival,5,S,256
955.63,Arrival,5,S,257
955.93,Arrival,5,S,258
956.23,Arrival,5,S,259
956.53,Arrival,5,S,261
956.83,Arrival,5,S,264
959.10,GreenWestTurnLeft,5,null,null
959.10,Departure,5,W,682
959.40,Departure,5,W,683
959.70,Departure,5,W,684
960.00,Departure,5,W,685
962.30,RedSouth,3,W,null
962.30,RedSouth,3,N,null
965.24,Exit,5,N,682
965.54,Exit,5,N,683
965.84,Exit,5,N,684
966.14,Exit,5,N,685
967.40,GreenEastTurnRight,3,null,null
967.40,GreenWestTurnLeft,3,null,null
968.71,Arrival,5,S,466
969.01,Arrival,5,S,467
969.31,Arrival,5,S,468
972.19,Arrival,5,S,470
972.50,RedWestTurnLeft,5,null,null
973.10,GreenEastTurnRight,5,null,null
